product_url,product_id,product_name,product_price,product_old_price,product_discount,product_brand,product_category,product_image,image_width,image_height,shipping_type,rating_percent,num_of_ratings
https://www.jumia.com.ng/umidigi-a9-pro-6gb-ram128gb-rom-48mp16mp5mp5mp24mp-infrared-temperature-sensor-6.3-inch-android-10-smartphone-forestgreen-67781462.html,UM742MP0FQ8UWNAFAMZ,"A9 Pro 6GB RAM,128GB ROM (48MP+16MP+5MP+5MP)+24MP Infrared Temperature Sensor 6.3-Inch Android 10 Smartphone-ForestGreen",74010,152745,52%,UMIDIGI,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/418776/1.jpg?3912,208,208,,90%,4.5 out of 5(120)
https://www.jumia.com.ng/infinix-hot-10-play-x688b-6.8-inch-64gb-rom-4gb-ram-13mp2mp8mp-camera-6000mah-battery-morandi-green-73234415.html,IN717MP0UMLUTNAFAMZ,"Hot 10 Play (X688B) 6.8-Inch (64GB ROM, 4GB RAM) 13MP+2MP+8MP Camera, 6000mAh Battery -Morandi Green",72500,76800,6%,Infinix,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/443237/1.jpg?7708,208,208,,90%,4.5 out of 5(49)
https://www.jumia.com.ng/samsung-galaxy-a12-6.5-48mp-camera-464gb-memory-5000mah-battery-fingerprint-4g-lte-blue-81673048.html,SA948MT1E17UANAFAMZ,"Galaxy A12 - 6.5"" 48MP Camera, 4/64GB Memory, 5000maH Battery, Fingerprint, 4G LTE - BLUE",71990,79400,9%,Samsung,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/037618/1.jpg?8184,208,208,,90%,4.5 out of 5(91)
https://www.jumia.com.ng/tecno-pop-3-bb2-5.7-screen-16gb-rom-1gb-ram-android-8.1-oreo-8mp-5mp-camera-3500mah-fingerprint-face-id-45093581.html,TE339MP0B1CTQNAFAMZ,"POP 3 (BB2) 5.7"" Screen, 16GB ROM + 1GB RAM, Android 8.1 Oreo, 8MP + 5MP Camera, 3500mAh, Fingerprint & Face ID",39500,,,Tecno,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/539054/1.jpg?6729,208,208,,91.99999999999999%,4.6 out of 5(29)
https://www.jumia.com.ng/infinix-infinix-hot-10t-x689c-6.82-inch-64gb-rom-4gb-ram-48mp8mp-selfie-camera-5000mah-battery-morandi-green-81485499.html,IN717MP1N7QLUNAFAMZ,"Infinix Hot 10T (X689C) 6.82-Inch (64GB ROM, 4GB RAM) 48MP+8MP Selfie Camera, 5000mAh Battery - Morandi Green",69810,,,Infinix,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/458418/1.jpg?1556,208,208,,91.99999999999999%,4.6 out of 5(22)
https://www.jumia.com.ng/infinix-hot-10t-x689c-6.82-inch-64gb-rom-4gb-ram-48mp8mp-selfie-camera-5000mah-battery-heart-of-ocean-82268464.html,IN717MT0ROD04NAFAMZ,"Hot 10T (X689C) 6.82-Inch (64GB ROM, 4GB RAM) 48MP+8MP Selfie Camera, 5000mAh Battery - Heart OF Ocean",69810,,,Infinix,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/486228/1.jpg?4231,208,208,,100%,5 out of 5(8)
https://www.jumia.com.ng/samsung-samsung-galaxy-a12-6.5-48mp-camera-4128gb-memory-5000mah-battery-fingerprint-4g-lte-black-81673036.html,SA948MT11J44YNAFAMZ,"Samsung Galaxy A12 - 6.5"" 48MP Camera, 4/128GB Memory, 5000maH Battery, Fingerprint, 4G LTE - BLACK",77990,84000,7%,Samsung,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/037618/1.jpg?6075,208,208,,90%,4.5 out of 5(147)
https://www.jumia.com.ng/xiaomi-redmi-9a-6.53-inches-2gb-ram-32gb-rom-13mp-rear-camera-5mp-front-camera-5000mah-peacock-green-68004939.html,XI363MP1JXGMUNAFAMZ,"Redmi 9A 6.53 Inches 2GB RAM 32GB ROM 13MP REAR CAMERA, 5MP FRONT CAMERA, 5000mAH- Peacock Green",52400,60000,13%,XIAOMI,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/940086/1.jpg?2764,208,208,,96%,4.8 out of 5(13)
https://www.jumia.com.ng/infinix-hot-10-play-x688b-6.8-inch-64gb-rom-4gb-ram-13mp2mp8mp-camera-6000mah-battery-purple-73234474.html,IN717MP0S8VFPNAFAMZ,"Hot 10 Play (X688B) 6.8-Inch (64GB ROM, 4GB RAM) 13MP+2MP+8MP Camera, 6000mAh Battery - Purple",72500,76800,6%,Infinix,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/443237/1.jpg?6917,208,208,,90%,4.5 out of 5(52)
https://www.jumia.com.ng/nokia-c1-5.45-inch-screen-android-9-pie-1gb-ram-16gb-rom-5mp-5mp-camera-2500mah-battery-dual-sim-smartphone-charcoal-46502633.html,NO891MP0K0LSKNAFAMZ,"C1 5.45-Inch Screen, Android 9 Pie, 1GB RAM + 16GB ROM, 5MP + 5MP Camera, 2500mAh Battery Dual SIM Smartphone - Charcoal",35990,35991,1%,Nokia,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/620564/1.jpg?2916,208,208,,90%,4.5 out of 5(41)
https://www.jumia.com.ng/itel-a16-plus-5.0-screen-android-8.1-go-edition-1gb-ram-8gb-rom-5mp2mp-2050mah-dual-sim-3g-black-with-free-case-41322723.html,IT724MT0JHCP6NAFAMZ,"A16 Plus 5.0"" Screen Android 8.1 Go Edition, 1GB RAM + 8GB ROM, 5MP+2MP, 2050mAh Dual SIM 3G - Black With Free Case",24750,35000,29%,Itel,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/722314/1.jpg?9021,208,208,,88.00000000000001%,4.4 out of 5(146)
https://www.jumia.com.ng/galaxy-m31-sm-m315fds-dual-sim-128gb-rom-6gb-ram-6.4-64mp8mp5mp5mp-32mp-camera-blue-samsung-mpg1576190.html,SA948MP1NA0MLNAFAMZ,"Galaxy M31, 6.4-inch (6GB RAM, 128GB ROM) Android 10.0  (64+8+5+5)MP + 32MP Selfie - 6000mAh Battery - Dual SIM - Blue",180000,200000,10%,Samsung,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/564717/1.jpg?2277,208,208,,91.99999999999999%,4.6 out of 5(19)
https://www.jumia.com.ng/tecno-spark-7p-kf7j-64gb-4gb-ram-6.8-inch-hd-android-q-go-edition-16mp-rear8mp-selfie-camera-5000mah-blue-76463202.html,TE339MP0C1QK3NAFAMZ,"Spark 7p (KF7J) (64GB, 4GB RAM) 6.8-Inch HD, Android Q (Go Edition) 16MP Rear+8MP Selfie Camera, 5000mAh - Blue",69999,75000,7%,Tecno,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/236467/1.jpg?1936,208,208,,90%,4.5 out of 5(52)
https://www.jumia.com.ng/samsung-galaxy-a12a125fds-6.5-48mp-camera-4128gb-memory-5000mah-battery-fingerprint-4g-lte-black-71255265.html,SA948MP0XHQSXNAFAMZ,"Galaxy A12(A125F/DS)- 6.5"" 48MP Camera, 4/128GB Memory, 5000maH Battery, Fingerprint, 4G LTE - BLACK",89590,99000,10%,Samsung,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/255217/1.jpg?3854,208,208,,88.00000000000001%,4.4 out of 5(123)
https://www.jumia.com.ng/infinix-smart-5-4g-x657c-6.6-hd-2gb-ram-32gb-rom-5000mah-android-10-8mp-selfie-8mp-camera-finger-face-id-black-70234428.html,IN717MP1D31L3NAFAMZ,"Smart 5 4G (X657C) 6.6"" HD+, 2GB RAM + 32GB ROM, 5000mAh, Android 10, 8MP Selfie + 8MP Camera, Finger + Face ID - Black",53690,60000,11%,Infinix,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/443207/1.jpg?1428,208,208,,91.99999999999999%,4.6 out of 5(18)
https://www.jumia.com.ng/samsung-galaxy-a12-6.5-48mp-camera-4128gb-memory-5000mah-battery-fingerprint-4g-lte-blue-70779206.html,SA948MP0ZWE0BNAFAMZ,"Galaxy A12 - 6.5"" 48MP Camera, 4/128GB Memory, 5000maH Battery, Fingerprint, 4G LTE - BLUE",91490,99900,8%,Samsung,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/297707/1.jpg?6564,208,208,,88.00000000000001%,4.4 out of 5(71)
https://www.jumia.com.ng/tecno-pop-2f-b1g-5.5-16gb-rom1gb-ram8mp5mp-camera-with-flash-battery-2400mah-midnight-black-33357159.html,TE339MT1KNXR9NAFAMZ,"POP 2F ( B1g) -5.5"", (16GB ROM+1GB RAM),8MP+5MP Camera With Flash, Battery 2400mAh- Midnight Black",31990,35000,9%,Tecno,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/175333/1.jpg?9198,208,208,,88.00000000000001%,4.4 out of 5(86)
https://www.jumia.com.ng/samsung-galaxy-a12a125fds-6.5-48mp-camera-464gb-memory-5000mah-battery-fingerprint-4g-lte-blue-70308381.html,SA948MP0AXYC3NAFAMZ,"Galaxy A12(A125F/DS)- 6.5"" 48MP Camera, 4/64GB Memory, 5000maH Battery, Fingerprint, 4G LTE - BLUE",83590,95000,12%,Samsung,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/380307/1.jpg?9098,208,208,,88.00000000000001%,4.4 out of 5(73)
https://www.jumia.com.ng/infinix-hot-10t-x689c-6.82-inch-128gb-rom-4gb-ram-48mp8mp-selfie-camera-5000mah-battery-heart-of-ocean-infinix-mpg1576696.html,IN717MP04X6XWNAFAMZ,"Hot 10T 6.82"" HD+, 4GB RAM/64GB ROM, Android 11, 48MP Triple Camera, 5000mAh, 4G, Fingerprint/Face ID -Heart Ocean Blue",78899,85000,7%,Infinix,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/267108/1.jpg?5753,208,208,,88.00000000000001%,4.4 out of 5(143)
